batch_size,conv_dropout,conv_filters,dense_dropout,dense_size,learning_rate,val_auc
128,0.2,16,0.3,64,0.001,0.8228972438153265
128,0.2,16,0.3,64,0.0005,0.8225796391617206
128,0.2,16,0.3,64,0.0001,0.8196885750958559
128,0.2,16,0.3,128,0.001,0.8209821780293082
128,0.2,16,0.3,128,0.0005,0.8223084031461736
128,0.2,16,0.3,128,0.0001,0.8223925232417668
128,0.2,16,0.4,32,0.001,0.8176052691186513
128,0.2,16,0.4,32,0.0005,0.8190141781343558
128,0.2,16,0.4,32,0.0001,0.8152373910131835
128,0.2,16,0.4,64,0.001,0.8210568602605179
128,0.2,16,0.4,64,0.0005,0.8217396692315773
128,0.2,16,0.4,64,0.0001,0.8175385885550712
128,0.2,16,0.4,128,0.001,0.82124643823205
128,0.2,16,0.4,128,0.0005,0.8216276458847629
128,0.2,16,0.4,128,0.0001,0.8215373706602238
128,0.2,16,0.5,32,0.001,0.8155689472923999
128,0.2,16,0.5,32,0.0005,0.81768118237565
128,0.2,16,0.5,32,0.0001,0.8099644972162403
128,0.2,16,0.5,64,0.001,0.8192907485949892
128,0.2,16,0.5,64,0.0005,0.8186259946688377
128,0.2,16,0.5,64,0.0001,0.8160736678659594
128,0.2,16,0.5,128,0.001,0.8227786549976364
128,0.2,16,0.5,128,0.0005,0.8219791037475708
128,0.2,16,0.5,128,0.0001,0.8198578411418667
128,0.2,32,0.3,32,0.001,0.8197216076211986
128,0.2,32,0.3,32,0.0005,0.8194873023793265
128,0.2,32,0.3,32,0.0001,0.8173034626293397
128,0.2,32,0.3,64,0.001,0.8217589553022744
128,0.2,32,0.3,64,0.0005,0.8207495141551552
128,0.2,32,0.3,64,0.0001,0.8202197627238826
128,0.2,32,0.3,128,0.001,0.8258067732680288
128,0.2,32,0.3,128,0.0005,0.8222390553600505
128,0.2,32,0.3,128,0.0001,0.8224815674405168
128,0.2,32,0.4,32,0.001,0.8197667452334682
128,0.2,32,0.4,32,0.0005,0.8181528704238669
128,0.2,32,0.4,32,0.0001,0.8151183918535638
128,0.2,32,0.4,64,0.001,0.8222091003991807
128,0.2,32,0.4,64,0.0005,0.8217622380377121
128,0.2,32,0.4,64,0.0001,0.8204914090813593
128,0.2,32,0.4,128,0.001,0.8217290003414045
128,0.2,32,0.4,128,0.0005,0.8230215774200327
128,0.2,32,0.4,128,0.0001,0.8236120594569042
128,0.2,32,0.5,32,0.001,0.816465544408845
128,0.2,32,0.5,32,0.0005,0.8169333342087295
128,0.2,32,0.5,32,0.0001,0.8126620850622407
128,0.2,32,0.5,64,0.001,0.8204635058301382
128,0.2,32,0.5,64,0.0005,0.81994196123746
128,0.2,32,0.5,64,0.0001,0.8192714625242924
128,0.2,32,0.5,128,0.001,0.8222025349283051
128,0.2,32,0.5,128,0.0005,0.8218036825726143
128,0.2,32,0.5,128,0.0001,0.8209144716109039
128,0.2,64,0.3,32,0.001,0.8201262047639057
128,0.2,64,0.3,32,0.0005,0.8199152890120278
128,0.2,64,0.3,32,0.0001,0.8167975110299912
128,0.2,64,0.3,64,0.001,0.821841023688219
128,0.2,64,0.3,64,0.0005,0.8222671637822365
128,0.2,64,0.3,64,0.0001,0.8195841430747413
128,0.2,64,0.3,128,0.001,0.8250503079205841
128,0.2,64,0.3,128,0.0005,0.8251873621251116
128,0.2,64,0.3,128,0.0001,0.8230433255423079
128,0.2,64,0.4,32,0.001,0.8198385550711698
128,0.2,64,0.4,32,0.0005,0.8206362597825517
128,0.2,64,0.4,32,0.0001,0.8177577111455434
128,0.2,64,0.4,64,0.001,0.8229300711697043
128,0.2,64,0.4,64,0.0005,0.8229700795078523
128,0.2,64,0.4,64,0.0001,0.8218584632202321
128,0.2,64,0.4,128,0.001,0.8226565782735438
128,0.2,64,0.4,128,0.0005,0.8224286333315824
128,0.2,64,0.4,128,0.0001,0.8213406117049215
128,0.2,64,0.5,32,0.001,0.8167357545695677
128,0.2,64,0.5,32,0.0005,0.8168980448027733
128,0.2,64,0.5,32,0.0001,0.8150658680865591
128,0.2,64,0.5,64,0.001,0.8226389335705657
128,0.2,64,0.5,64,0.0005,0.8203104482903514
128,0.2,64,0.5,64,0.0001,0.8191569771258994
128,0.2,64,0.5,128,0.001,0.8213818510688586
128,0.2,64,0.5,128,0.0005,0.823421045288618
128,0.2,64,0.5,128,0.0001,0.8235170653001733
128,0.3,16,0.3,32,0.001,0.8205665016544987
128,0.3,16,0.3,32,0.0005,0.817885737827617
128,0.3,16,0.3,32,0.0001,0.81488654866327
128,0.3,16,0.3,64,0.001,0.8221549352644573
128,0.3,16,0.3,64,0.0005,0.820706838594464
128,0.3,16,0.3,64,0.0001,0.8188812273491256
128,0.3,16,0.3,128,0.001,0.8238960160722727
128,0.3,16,0.3,128,0.0005,0.820740896974631
128,0.3,16,0.3,128,0.0001,0.8215820979305636
128,0.3,16,0.4,32,0.001,0.8188925117521928
128,0.3,16,0.4,32,0.0005,0.8175238162456011
128,0.3,16,0.4,32,0.0001,0.8146982017175273
128,0.3,16,0.4,64,0.001,0.8218808268554021
128,0.3,16,0.4,64,0.0005,0.8194011305740847
128,0.3,16,0.4,64,0.0001,0.8172250873207626
128,0.3,16,0.4,128,0.001,0.8221249803035874
128,0.3,16,0.4,128,0.0005,0.823361750879773
128,0.3,16,0.4,128,0.0001,0.8202246868270392
128,0.3,16,0.5,32,0.001,0.8151680432270603
128,0.3,16,0.5,32,0.0005,0.8152640632386154
128,0.3,16,0.5,32,0.0001,0.8101122203109407
128,0.3,16,0.5,64,0.001,0.8198147552392457
128,0.3,16,0.5,64,0.0005,0.8193440930458533
128,0.3,16,0.5,64,0.0001,0.8162509355795997
128,0.3,16,0.5,128,0.001,0.8212866517411629
128,0.3,16,0.5,128,0.0005,0.820900930327223
128,0.3,16,0.5,128,0.0001,0.8187310422028468
128,0.3,32,0.3,32,0.001,0.8205152089132833
128,0.3,32,0.3,32,0.0005,0.8186395359525185
128,0.3,32,0.3,32,0.0001,0.8141126437838122
128,0.3,32,0.3,64,0.001,0.8217207935028101
128,0.3,32,0.3,64,0.0005,0.8235870285991911
128,0.3,32,0.3,64,0.0001,0.820217711014234
128,0.3,32,0.3,128,0.001,0.8211902213876778
128,0.3,32,0.3,128,0.0005,0.8232530102683964
128,0.3,32,0.3,128,0.0001,0.8226615023767004
128,0.3,32,0.4,32,0.001,0.8193740480067231
128,0.3,32,0.4,32,0.0005,0.8175595159934871
128,0.3,32,0.4,32,0.0001,0.8151467054467146
128,0.3,32,0.4,64,0.001,0.8210974841115605
128,0.3,32,0.4,64,0.0005,0.8214232956037607
128,0.3,32,0.4,64,0.0001,0.8182956694154104
128,0.3,32,0.4,128,0.001,0.8237971236672093
128,0.3,32,0.4,128,0.0005,0.8232603964231315
128,0.3,32,0.4,128,0.0001,0.8221075407715741
128,0.3,32,0.5,32,0.001,0.8170154025946741
128,0.3,32,0.5,32,0.0005,0.8158914760491622
128,0.3,32,0.5,32,0.0001,0.8122899049319816
128,0.3,32,0.5,64,0.001,0.8199600162823678
128,0.3,32,0.5,64,0.0005,0.8202074524659908
128,0.3,32,0.5,64,0.0001,0.8165463817690004
128,0.3,32,0.5,128,0.001,0.8222097159120753
128,0.3,32,0.5,128,0.0005,0.822365851016335
128,0.3,32,0.5,128,0.0001,0.8196420012868323
128,0.3,64,0.3,32,0.001,0.8215418844214507
128,0.3,64,0.3,32,0.0005,0.8188188553758077
128,0.3,64,0.3,32,0.0001,0.8169682132727558
128,0.3,64,0.3,64,0.001,0.8236491954015442
128,0.3,64,0.3,64,0.0005,0.8210412672671885
128,0.3,64,0.3,64,0.0001,0.8212452072062608
128,0.3,64,0.3,128,0.001,0.8242095173065813
128,0.3,64,0.3,128,0.0005,0.8237056174168812
128,0.3,64,0.3,128,0.0001,0.8214409403067389
128,0.3,64,0.4,32,0.001,0.8184511890067756
128,0.3,64,0.4,32,0.0005,0.8180847536635327
128,0.3,64,0.4,32,0.0001,0.8170301749041441
128,0.3,64,0.4,64,0.001,0.8223371270812543
128,0.3,64,0.4,64,0.0005,0.8191877527706287
128,0.3,64,0.4,64,0.0001,0.8173781448605494
128,0.3,64,0.4,128,0.001,0.8240802595987184
128,0.3,64,0.4,128,0.0005,0.824630938468407
128,0.3,64,0.4,128,0.0001,0.8223654406744052
128,0.3,64,0.5,32,0.001,0.8178406002153475
128,0.3,64,0.5,32,0.0005,0.8182985418089184
128,0.3,64,0.5,32,0.0001,0.8137129707442619
128,0.3,64,0.5,64,0.001,0.8210365483349965
128,0.3,64,0.5,64,0.0005,0.8170695677293975
128,0.3,64,0.5,64,0.0001,0.8172968971584642
128,0.3,64,0.5,128,0.001,0.8220191120857188
128,0.3,64,0.5,128,0.0005,0.823224081162351
128,0.3,64,0.5,128,0.0001,0.8208188619412785
128,0.4,16,0.3,32,0.001,0.818174618546142
128,0.4,16,0.3,32,0.0005,0.8163633692683441
128,0.4,16,0.3,32,0.0001,0.8128303252534272
128,0.4,16,0.3,64,0.001,0.8223096341719627
128,0.4,16,0.3,64,0.0005,0.8203921063343664
128,0.4,16,0.3,64,0.0001,0.8162788388308209
128,0.4,16,0.3,128,0.001,0.8235066015809653
128,0.4,16,0.3,128,0.0005,0.8226216992095172
128,0.4,16,0.3,128,0.0001,0.8192425334182468
128,0.4,16,0.4,32,0.001,0.8185385918378066
128,0.4,16,0.4,32,0.0005,0.8177605835390513
128,0.4,16,0.4,32,0.0001,0.8105910893429276
128,0.4,16,0.4,64,0.001,0.820229405759231
128,0.4,16,0.4,64,0.0005,0.8194064650191712
128,0.4,16,0.4,64,0.0001,0.8159058380167026
128,0.4,16,0.4,128,0.001,0.8218184548820842
128,0.4,16,0.4,128,0.0005,0.8225599427490939
128,0.4,16,0.4,128,0.0001,0.820085786083828
128,0.4,16,0.5,32,0.001,0.8163641899522034
128,0.4,16,0.5,32,0.0005,0.8156735844844791
128,0.4,16,0.5,32,0.0001,0.8099413128972109
128,0.4,16,0.5,64,0.001,0.8201573907505646
128,0.4,16,0.5,64,0.0005,0.8194938678502023
128,0.4,16,0.5,64,0.0001,0.8148368972897735
128,0.4,16,0.5,128,0.001,0.8223572338358107
128,0.4,16,0.5,128,0.0005,0.8209834090550975
128,0.4,16,0.5,128,0.0001,0.8175537712064709
128,0.4,32,0.3,32,0.001,0.8211413906980409
128,0.4,32,0.3,32,0.0005,0.8200059745784969
128,0.4,32,0.3,32,0.0001,0.8134261417353852
128,0.4,32,0.3,64,0.001,0.8232017175271811
128,0.4,32,0.3,64,0.0005,0.8224737709438521
128,0.4,32,0.3,64,0.0001,0.8199349854246545
128,0.4,32,0.3,128,0.001,0.8234709018330794
128,0.4,32,0.3,128,0.0005,0.8242164931193866
128,0.4,32,0.3,128,0.0001,0.8220650703818477
128,0.4,32,0.4,32,0.001,0.8181403549950101
128,0.4,32,0.4,32,0.0005,0.8205418811387153
128,0.4,32,0.4,32,0.0001,0.8138303285361627
128,0.4,32,0.4,64,0.001,0.8208307618572404
128,0.4,32,0.4,64,0.0005,0.8199136476443092
128,0.4,32,0.4,64,0.0001,0.8190252573664583
128,0.4,32,0.4,128,0.001,0.8220646600399181
128,0.4,32,0.4,128,0.0005,0.8233285131834654
128,0.4,32,0.4,128,0.0001,0.8209284232365145
128,0.4,32,0.5,32,0.001,0.8177023149850307
128,0.4,32,0.5,32,0.0005,0.8178557828667472
128,0.4,32,0.5,32,0.0001,0.8116288440831977
128,0.4,32,0.5,64,0.001,0.8207179178265666
128,0.4,32,0.5,64,0.0005,0.8198420429775723
128,0.4,32,0.5,64,0.0001,0.8166231157098588
128,0.4,32,0.5,128,0.001,0.8178627586795525
128,0.4,32,0.5,128,0.0005,0.8224388918798257
128,0.4,32,0.5,128,0.0001,0.8206703181627185
128,0.4,64,0.3,32,0.001,0.8219682296864331
128,0.4,64,0.3,32,0.0005,0.8193063415883188
128,0.4,64,0.3,32,0.0001,0.8168192591522665
128,0.4,64,0.3,64,0.001,0.8210942013761227
128,0.4,64,0.3,64,0.0005,0.8207384349230527
128,0.4,64,0.3,64,0.0001,0.820967816061768
128,0.4,64,0.3,128,0.001,0.8242197758548243
128,0.4,64,0.3,128,0.0005,0.8248361094332686
128,0.4,64,0.3,128,0.0001,0.8246970035190925
128,0.4,64,0.4,32,0.001,0.8187060113451337
128,0.4,64,0.4,32,0.0005,0.8195825017070224
128,0.4,64,0.4,32,0.0001,0.8160289405956195
128,0.4,64,0.4,64,0.001,0.820515619255213
128,0.4,64,0.4,64,0.0005,0.8196797527443669
128,0.4,64,0.4,64,0.0001,0.8192267352539524
128,0.4,64,0.4,128,0.001,0.8241859226456221
128,0.4,64,0.4,128,0.0005,0.82324767582331
128,0.4,64,0.4,128,0.0001,0.8215353189505752
128,0.4,64,0.5,32,0.001,0.8174708821366669
128,0.4,64,0.5,32,0.0005,0.8171768721440202
128,0.4,64,0.5,32,0.0001,0.8142599565365828
128,0.4,64,0.5,64,0.001,0.8207544382583118
128,0.4,64,0.5,64,0.0005,0.8191200463522245
128,0.4,64,0.5,64,0.0001,0.817931696123746
128,0.4,64,0.5,128,0.001,0.8234222763144072
128,0.4,64,0.5,128,0.0005,0.8214713056095384
128,0.4,64,0.5,128,0.0001,0.8215234190346131
256,0.2,16,0.3,32,0.001,0.8190096643731288
256,0.2,16,0.3,32,0.0005,0.8182583282998057
256,0.2,16,0.3,32,0.0001,0.8136842468091812
256,0.2,16,0.3,64,0.001,0.8214122163716582
256,0.2,16,0.3,64,0.0005,0.8224105782866747
256,0.2,16,0.3,64,0.0001,0.8167794559850833
256,0.2,16,0.3,128,0.001,0.8231758659856084
256,0.2,16,0.3,128,0.0005,0.8233769335311729
256,0.2,16,0.3,128,0.0001,0.8215956392142445
256,0.2,16,0.4,32,0.001,0.8184520096906349
256,0.2,16,0.4,32,0.0005,0.8172702249330321
256,0.2,16,0.4,32,0.0001,0.8124392693944011
256,0.2,16,0.4,64,0.001,0.8224581779505227
256,0.2,16,0.4,64,0.0005,0.8212041730132885
256,0.2,16,0.4,64,0.0001,0.8168652174483955
256,0.2,16,0.4,128,0.001,0.82222469339251
256,0.2,16,0.4,128,0.0005,0.8214019578234151
