batch_size,conv_dropout,conv_filters,dense_dropout,dense_size,learning_rate,val_auc
256,0.2,16,0.4,128,0.0001,0.8204409370240033
256,0.2,16,0.5,32,0.001,0.8172739180103997
256,0.2,16,0.5,32,0.0005,0.8165110923630443
256,0.2,16,0.5,32,0.0001,0.8091786924208205
256,0.2,16,0.5,64,0.001,0.8206781146593833
256,0.2,16,0.5,64,0.0005,0.8181820047008772
256,0.2,16,0.5,64,0.0001,0.8150084202163979
256,0.2,16,0.5,128,0.001,0.8219477125899469
256,0.2,16,0.5,128,0.0005,0.8205939945637901
256,0.2,16,0.5,128,0.0001,0.8195390054624717
256,0.2,32,0.3,32,0.001,0.8196965767634855
256,0.2,32,0.3,32,0.0005,0.8209259611849362
256,0.2,32,0.3,32,0.0001,0.8151073126214612
256,0.2,32,0.3,64,0.001,0.8225349118913808
256,0.2,32,0.3,64,0.0005,0.821803682572614
256,0.2,32,0.3,64,0.0001,0.8204561196754032
256,0.2,32,0.3,128,0.001,0.8251725898156416
256,0.2,32,0.3,128,0.0005,0.8240827216502968
256,0.2,32,0.3,128,0.0001,0.82262518711592
256,0.2,32,0.4,32,0.001,0.8190043299280423
256,0.2,32,0.4,32,0.0005,0.8175751089868165
256,0.2,32,0.4,32,0.0001,0.8149185553337885
256,0.2,32,0.4,64,0.001,0.8226379077157414
256,0.2,32,0.4,64,0.0005,0.8230874372997532
256,0.2,32,0.4,64,0.0001,0.8174891423525394
256,0.2,32,0.4,128,0.001,0.8236112387730448
256,0.2,32,0.4,128,0.0005,0.8227811170492146
256,0.2,32,0.4,128,0.0001,0.8218307651399758
256,0.2,32,0.5,32,0.001,0.816954671989075
256,0.2,32,0.5,32,0.0005,0.8170677211907138
256,0.2,32,0.5,32,0.0001,0.8120830925994011
256,0.2,32,0.5,64,0.001,0.8189834024896265
256,0.2,32,0.5,64,0.0005,0.8208147585219812
256,0.2,32,0.5,64,0.0001,0.8184376477230947
256,0.2,32,0.5,128,0.001,0.8210913289826147
256,0.2,32,0.5,128,0.0005,0.8229893655785493
256,0.2,32,0.5,128,0.0001,0.8217909619727927
256,0.2,64,0.3,32,0.001,0.820278441619833
256,0.2,64,0.3,32,0.0005,0.8201902181049425
256,0.2,64,0.3,32,0.0001,0.8176126552733862
256,0.2,64,0.3,64,0.001,0.8239473088134881
256,0.2,64,0.3,64,0.0005,0.8218106583854194
256,0.2,64,0.3,64,0.0001,0.8191701080676506
256,0.2,64,0.3,128,0.001,0.8243010235569095
256,0.2,64,0.3,128,0.0005,0.8234487433688744
256,0.2,64,0.3,128,0.0001,0.8234594122590473
256,0.2,64,0.4,32,0.001,0.8193568136456746
256,0.2,64,0.4,32,0.0005,0.8178106452544776
256,0.2,64,0.4,32,0.0001,0.8110350793108881
256,0.2,64,0.4,64,0.001,0.8205119261778455
256,0.2,64,0.4,64,0.0005,0.819385947922685
256,0.2,64,0.4,64,0.0001,0.8201857043437156
256,0.2,64,0.4,128,0.001,0.8204610437785598
256,0.2,64,0.4,128,0.0005,0.8232944548032985
256,0.2,64,0.4,128,0.0001,0.8231738142759598
256,0.2,64,0.5,32,0.001,0.8184499579809864
256,0.2,64,0.5,32,0.0005,0.8168906586480382
256,0.2,64,0.5,32,0.0001,0.8141737847313408
256,0.2,64,0.5,64,0.001,0.8208623581858291
256,0.2,64,0.5,64,0.0005,0.8214897709963759
256,0.2,64,0.5,64,0.0001,0.8185197161090394
256,0.2,64,0.5,128,0.001,0.821620259730028
256,0.2,64,0.5,128,0.0005,0.8239842395871633
256,0.2,64,0.5,128,0.0001,0.8218030670597195
256,0.3,16,0.3,32,0.001,0.8189899679605022
256,0.3,16,0.3,32,0.0005,0.8172558629654918
256,0.3,16,0.3,32,0.0001,0.8107162436314932
256,0.3,16,0.3,64,0.001,0.8237528067387992
256,0.3,16,0.3,64,0.0005,0.8212324866064394
256,0.3,16,0.3,64,0.0001,0.8170601298650139
256,0.3,16,0.3,128,0.001,0.8238274889700089
256,0.3,16,0.3,128,0.0005,0.8241967967067598
256,0.3,16,0.3,128,0.0001,0.8202616176007145
256,0.3,16,0.4,32,0.001,0.8182755626608541
256,0.3,16,0.4,32,0.0005,0.818932520090341
256,0.3,16,0.4,32,0.0001,0.8104507524029624
256,0.3,16,0.4,64,0.001,0.8214575591548925
256,0.3,16,0.4,64,0.0005,0.820755669284101
256,0.3,16,0.4,64,0.0001,0.8157455994931457
256,0.3,16,0.4,128,0.001,0.824074925153632
256,0.3,16,0.4,128,0.0005,0.8228303580807816
256,0.3,16,0.4,128,0.0001,0.8187468403671412
256,0.3,16,0.5,32,0.001,0.8173030522874101
256,0.3,16,0.5,32,0.0005,0.8166510189610798
256,0.3,16,0.5,32,0.0001,0.8091918233625717
256,0.3,16,0.5,64,0.001,0.8193760997163717
256,0.3,16,0.5,64,0.0005,0.8180822916119543
256,0.3,16,0.5,64,0.0001,0.8143535144965597
256,0.3,16,0.5,128,0.001,0.8217445933347339
256,0.3,16,0.5,128,0.0005,0.8224996224854246
256,0.3,16,0.5,128,0.0001,0.8181417911917643
256,0.3,32,0.3,32,0.001,0.8198865650769473
256,0.3,32,0.3,32,0.0005,0.8178832757760388
256,0.3,32,0.3,32,0.0001,0.8100026590157046
256,0.3,32,0.3,64,0.001,0.8226871487473082
256,0.3,32,0.3,64,0.0005,0.8192037561058879
256,0.3,32,0.3,64,0.0001,0.8186325601397133
256,0.3,32,0.3,128,0.001,0.8241639693523819
256,0.3,32,0.3,128,0.0005,0.8237540377645886
256,0.3,32,0.3,128,0.0001,0.8219138593807448
256,0.3,32,0.4,32,0.001,0.8191011706234571
256,0.3,32,0.4,32,0.0005,0.8180039163033773
256,0.3,32,0.4,32,0.0001,0.8101261719365513
256,0.3,32,0.4,64,0.001,0.8217556725668365
256,0.3,32,0.4,64,0.0005,0.8205792222543201
256,0.3,32,0.4,64,0.0001,0.8172456044172488
256,0.3,32,0.4,128,0.001,0.8215541946793423
256,0.3,32,0.4,128,0.0005,0.8226797625925731
256,0.3,32,0.4,128,0.0001,0.8207519762067335
256,0.3,32,0.5,32,0.001,0.815951180799937
256,0.3,32,0.5,32,0.0005,0.8167482699984243
256,0.3,32,0.5,32,0.0001,0.8114532177372761
256,0.3,32,0.5,64,0.001,0.8200646534744472
256,0.3,32,0.5,64,0.0005,0.8191274325069595
256,0.3,32,0.5,64,0.0001,0.8184031790009979
256,0.3,32,0.5,128,0.001,0.8239070953043752
256,0.3,32,0.5,128,0.0005,0.8222004832186565
256,0.3,32,0.5,128,0.0001,0.8219423781448606
256,0.3,64,0.3,32,0.001,0.8211697042911918
256,0.3,64,0.3,32,0.0005,0.8200925567256684
256,0.3,64,0.3,32,0.0001,0.8140781750617154
256,0.3,64,0.3,64,0.001,0.8203894391118232
256,0.3,64,0.3,64,0.0005,0.8211783214717159
256,0.3,64,0.3,64,0.0001,0.8205209537002993
256,0.3,64,0.3,128,0.001,0.8203186551289459
256,0.3,64,0.3,128,0.0005,0.8248627816587006
256,0.3,64,0.3,128,0.0001,0.8224758226535007
256,0.3,64,0.4,32,0.001,0.8185443366248227
256,0.3,64,0.4,32,0.0005,0.8162168771994328
256,0.3,64,0.4,32,0.0001,0.8146653743631493
256,0.3,64,0.4,64,0.001,0.8228317942775356
256,0.3,64,0.4,64,0.0005,0.820829941173381
256,0.3,64,0.4,64,0.0001,0.8179606252297914
256,0.3,64,0.4,128,0.001,0.8215361396344345
256,0.3,64,0.4,128,0.0005,0.8230051637428437
256,0.3,64,0.4,128,0.0001,0.8212039678423237
256,0.3,64,0.5,32,0.001,0.8174725235043857
256,0.3,64,0.5,32,0.0005,0.81548708407742
256,0.3,64,0.5,32,0.0001,0.8137605704081098
256,0.3,64,0.5,64,0.001,0.8186317394558539
256,0.3,64,0.5,64,0.0005,0.8202107352014287
256,0.3,64,0.5,64,0.0001,0.8181742082042125
256,0.3,64,0.5,128,0.001,0.822448740086139
256,0.3,64,0.5,128,0.0005,0.8239300744524398
256,0.3,64,0.5,128,0.0001,0.821376926965702
256,0.4,16,0.3,32,0.001,0.8187136026708336
256,0.4,16,0.3,32,0.0005,0.8186541030910237
256,0.4,16,0.3,32,0.0001,0.8091109860024162
256,0.4,16,0.3,64,0.001,0.8234838276038658
256,0.4,16,0.3,64,0.0005,0.8206859111560483
256,0.4,16,0.3,64,0.0001,0.8170671056778193
256,0.4,16,0.3,128,0.001,0.8213022447344923
256,0.4,16,0.3,128,0.0005,0.8224138610221126
256,0.4,16,0.3,128,0.0001,0.8182160630810442
256,0.4,16,0.4,32,0.001,0.8176313258311886
256,0.4,16,0.4,32,0.0005,0.8161319364199799
256,0.4,16,0.4,32,0.0001,0.8099320802037923
256,0.4,16,0.4,64,0.001,0.8193067519302484
256,0.4,16,0.4,64,0.0005,0.8188767135878985
256,0.4,16,0.4,64,0.0001,0.8150831024476075
256,0.4,16,0.4,128,0.001,0.8215562463889909
256,0.4,16,0.4,128,0.0005,0.8229415607437365
256,0.4,16,0.4,128,0.0001,0.8175160197489365
256,0.4,16,0.5,32,0.001,0.8163170006302853
256,0.4,16,0.5,32,0.0005,0.8121021734991334
256,0.4,16,0.5,32,0.0001,0.8081793046509795
256,0.4,16,0.5,64,0.001,0.8195028953726561
256,0.4,16,0.5,64,0.0005,0.818428209858711
256,0.4,16,0.5,64,0.0001,0.8138346371264248
256,0.4,16,0.5,128,0.001,0.8214811538158517
256,0.4,16,0.5,128,0.0005,0.8218073756499815
256,0.4,16,0.5,128,0.0001,0.8160420715373707
256,0.4,32,0.3,32,0.001,0.8198246034455592
256,0.4,32,0.3,32,0.0005,0.8186514358684804
256,0.4,32,0.3,32,0.0001,0.8086198067125374
256,0.4,32,0.3,64,0.001,0.8213949820106097
256,0.4,32,0.3,64,0.0005,0.8207183281684962
256,0.4,32,0.3,64,0.0001,0.8177105218236252
256,0.4,32,0.3,128,0.001,0.8242201861967541
256,0.4,32,0.3,128,0.0005,0.8238631887178949
256,0.4,32,0.3,128,0.0001,0.8206850904721886
256,0.4,32,0.4,32,0.001,0.8186735943326855
256,0.4,32,0.4,32,0.0005,0.8172757645490834
256,0.4,32,0.4,32,0.0001,0.812424291913966
256,0.4,32,0.4,64,0.001,0.8216202597300278
256,0.4,32,0.4,64,0.0005,0.8206674457692105
256,0.4,32,0.4,64,0.0001,0.8172587353589998
256,0.4,32,0.4,128,0.001,0.8230088568202112
256,0.4,32,0.4,128,0.0005,0.8223457442617785
256,0.4,32,0.4,128,0.0001,0.8204068786438362
256,0.4,32,0.5,32,0.001,0.8162977145595882
256,0.4,32,0.5,32,0.0005,0.8167593492305267
256,0.4,32,0.5,32,0.0001,0.810747634789117
256,0.4,32,0.5,64,0.001,0.8210843531698093
256,0.4,32,0.5,64,0.0005,0.8191011706234571
256,0.4,32,0.5,64,0.0001,0.8159160965649457
256,0.4,32,0.5,128,0.001,0.8216346216975682
256,0.4,32,0.5,128,0.0005,0.8222985549398603
256,0.4,32,0.5,128,0.0001,0.8206095875571195
256,0.4,64,0.3,32,0.001,0.8205812739639688
256,0.4,64,0.3,32,0.0005,0.8179907853616261
256,0.4,64,0.3,32,0.0001,0.8151030040311992
256,0.4,64,0.3,64,0.001,0.8233789852408215
256,0.4,64,0.3,64,0.0005,0.8222259244182992
256,0.4,64,0.3,64,0.0001,0.8187519696412626
256,0.4,64,0.3,128,0.001,0.8242296240611375
256,0.4,64,0.3,128,0.0005,0.8245390218761489
256,0.4,64,0.3,128,0.0001,0.8220244465308052
256,0.4,64,0.4,32,0.001,0.8199985884237617
256,0.4,64,0.4,32,0.0005,0.8189518061610379
256,0.4,64,0.4,32,0.0001,0.8119366005304901
256,0.4,64,0.4,64,0.001,0.8221151320972739
256,0.4,64,0.4,64,0.0005,0.8203892339408583
256,0.4,64,0.4,64,0.0001,0.8161947187352278
256,0.4,64,0.4,128,0.001,0.8234942913230736
256,0.4,64,0.4,128,0.0005,0.8214093439781501
256,0.4,64,0.4,128,0.0001,0.8225923597615421
256,0.4,64,0.5,32,0.001,0.8172283700562004
256,0.4,64,0.5,32,0.0005,0.8173871723830034
256,0.4,64,0.5,32,0.0001,0.8119017214664637
256,0.4,64,0.5,64,0.001,0.8196678528284048
256,0.4,64,0.5,64,0.0005,0.8209038027207312
256,0.4,64,0.5,64,0.0001,0.817019916355901
256,0.4,64,0.5,128,0.001,0.8227088968695835
256,0.4,64,0.5,128,0.0005,0.8222419277535585
256,0.4,64,0.5,128,0.0001,0.820463711001103
